Date,Open,High,Low,Close,Volume
2022-04-11 09:15:00,2603.95,2605.95,2596.35,2596.4,101611
2022-04-11 09:16:00,2596.35,2602.05,2595.65,2599.2,147097
2022-04-11 09:17:00,2599.2,2601.0,2595.2,2596.0,170910
2022-04-11 09:18:00,2596.5,2602.0,2596.0,2601.45,186510
2022-04-11 09:19:00,2599.05,2605.0,2598.75,2604.7,201806
2022-04-11 09:20:00,2604.6,2605.25,2600.4,2600.4,239675
2022-04-11 09:21:00,2600.4,2600.9,2598.5,2599.7,252644
2022-04-11 09:22:00,2599.7,2600.7,2597.2,2597.2,263203
2022-04-11 09:23:00,2597.35,2600.75,2596.8,2599.65,271473
2022-04-11 09:24:00,2599.65,2599.65,2595.0,2595.0,279857
2022-04-11 09:25:00,2594.95,2594.95,2588.0,2590.0,326029
2022-04-11 09:26:00,2591.4,2595.8,2589.55,2595.0,366167
2022-04-11 09:27:00,2595.15,2596.8,2595.0,2596.05,389663
2022-04-11 09:28:00,2596.3,2597.15,2595.7,2595.7,432584
2022-04-11 09:29:00,2595.0,2595.7,2592.0,2592.55,478766
2022-04-11 09:30:00,2592.0,2592.0,2588.0,2588.55,501237
2022-04-11 09:31:00,2589.55,2593.4,2588.65,2593.05,513668
2022-04-11 09:32:00,2592.0,2593.4,2591.5,2592.25,523727
2022-04-11 09:33:00,2592.05,2593.35,2591.5,2592.6,528978
2022-04-11 09:34:00,2592.6,2593.2,2591.15,2591.5,545839
2022-04-11 09:35:00,2591.2,2592.3,2589.35,2592.2,564752
2022-04-11 09:36:00,2592.25,2592.65,2591.25,2592.05,570920
2022-04-11 09:37:00,2591.75,2592.5,2591.0,2591.45,581452
2022-04-11 09:38:00,2591.45,2593.3,2591.45,2593.0,615467
2022-04-11 09:39:00,2593.2,2593.35,2592.0,2593.15,633356
2022-04-11 09:40:00,2593.15,2593.4,2590.0,2590.45,655309
2022-04-11 09:41:00,2590.4,2590.45,2586.0,2586.0,710465
2022-04-11 09:42:00,2586.0,2587.9,2585.1,2587.55,726649
2022-04-11 09:43:00,2587.55,2588.6,2586.9,2588.1,743271
2022-04-11 09:44:00,2588.1,2589.0,2586.1,2588.0,757770
2022-04-11 09:45:00,2586.05,2595.0,2586.0,2591.2,850416
2022-04-11 09:46:00,2590.05,2591.2,2589.35,2590.9,863830
2022-04-11 09:47:00,2590.55,2592.45,2589.05,2592.2,879877
2022-04-11 09:48:00,2592.45,2592.95,2589.15,2589.65,895239
2022-04-11 09:49:00,2589.6,2590.0,2589.0,2589.75,901443
2022-04-11 09:50:00,2589.7,2591.25,2589.7,2590.65,908628
2022-04-11 09:51:00,2590.65,2590.75,2590.0,2590.35,911935
2022-04-11 09:52:00,2590.35,2591.2,2590.35,2590.4,916057
2022-04-11 09:53:00,2590.1,2591.55,2590.1,2591.25,922292
2022-04-11 09:54:00,2591.2,2591.2,2587.8,2587.8,934625
2022-04-11 09:55:00,2587.8,2588.9,2586.0,2587.5,945700
2022-04-11 09:56:00,2587.5,2589.05,2587.1,2588.0,951067
2022-04-11 09:57:00,2588.0,2588.65,2587.35,2587.35,954910
2022-04-11 09:58:00,2587.35,2589.0,2587.05,2588.95,960511
2022-04-11 09:59:00,2588.95,2590.0,2588.95,2590.0,963723
2022-04-11 10:00:00,2590.0,2590.0,2588.2,2589.45,969648
2022-04-11 10:01:00,2588.75,2589.25,2588.0,2588.85,974406
2022-04-11 10:02:00,2588.6,2590.0,2588.0,2588.0,981161
2022-04-11 10:03:00,2588.15,2588.75,2586.0,2588.75,989659
2022-04-11 10:04:00,2588.7,2588.7,2586.0,2586.0,996333
2022-04-11 10:05:00,2585.5,2587.35,2585.1,2587.35,1004051
2022-04-11 10:06:00,2587.15,2588.0,2586.75,2588.0,1009595
2022-04-11 10:07:00,2588.0,2590.0,2587.5,2588.05,1017402
2022-04-11 10:08:00,2588.05,2588.65,2587.05,2588.1,1024182
