Date,Open,High,Low,Close,Volume
2022-04-11 09:15:00,1012.0,1017.9,1012.0,1017.9,41361
2022-04-11 09:16:00,1017.3,1021.0,1017.3,1020.9,69723
2022-04-11 09:17:00,1021.55,1022.4,1020.6,1021.5,101907
2022-04-11 09:18:00,1021.5,1024.95,1021.1,1023.9,131931
2022-04-11 09:19:00,1024.45,1024.45,1020.9,1022.2,158439
2022-04-11 09:20:00,1022.0,1022.5,1020.05,1020.1,177279
2022-04-11 09:21:00,1020.3,1021.55,1020.05,1021.15,192274
2022-04-11 09:22:00,1021.15,1021.6,1020.05,1020.05,198675
2022-04-11 09:23:00,1020.05,1020.2,1018.5,1019.65,209859
2022-04-11 09:24:00,1019.4,1024.4,1019.15,1022.95,273734
2022-04-11 09:25:00,1022.2,1024.2,1022.2,1023.45,311152
2022-04-11 09:26:00,1023.9,1024.15,1021.2,1021.2,340929
2022-04-11 09:27:00,1021.2,1022.15,1019.65,1020.4,350936
2022-04-11 09:28:00,1020.1,1021.0,1018.75,1019.35,357661
2022-04-11 09:29:00,1019.35,1019.35,1015.1,1017.3,374819
2022-04-11 09:30:00,1016.7,1017.7,1016.6,1017.5,380003
2022-04-11 09:31:00,1017.2,1017.25,1016.0,1017.25,386611
2022-04-11 09:32:00,1017.25,1017.25,1015.0,1015.35,391872
2022-04-11 09:33:00,1015.7,1017.3,1015.7,1016.85,394335
2022-04-11 09:34:00,1017.1,1017.25,1015.65,1015.65,397609
2022-04-11 09:35:00,1015.4,1016.3,1013.5,1014.3,407247
2022-04-11 09:36:00,1014.3,1015.55,1014.25,1015.5,410966
2022-04-11 09:37:00,1015.25,1016.0,1015.2,1015.85,413954
2022-04-11 09:38:00,1015.85,1015.85,1013.2,1013.9,420130
2022-04-11 09:39:00,1013.3,1014.8,1013.3,1014.45,425449
2022-04-11 09:40:00,1014.45,1014.8,1014.1,1014.5,428839
2022-04-11 09:41:00,1014.35,1014.5,1013.5,1013.55,433179
2022-04-11 09:42:00,1013.55,1014.3,1013.5,1014.0,436990
2022-04-11 09:43:00,1013.75,1014.0,1013.1,1013.15,440974
2022-04-11 09:44:00,1013.15,1013.5,1012.65,1013.1,446002
2022-04-11 09:45:00,1013.1,1013.85,1013.0,1013.8,450084
2022-04-11 09:46:00,1013.7,1022.55,1013.3,1019.95,616363
2022-04-11 09:47:00,1019.65,1023.55,1019.3,1022.0,638276
2022-04-11 09:48:00,1021.6,1021.85,1017.95,1018.6,651943
2022-04-11 09:49:00,1018.8,1021.0,1018.0,1021.0,658129
2022-04-11 09:50:00,1020.55,1022.0,1020.55,1021.4,662709
2022-04-11 09:51:00,1021.4,1021.5,1020.0,1020.0,667979
2022-04-11 09:52:00,1020.0,1020.4,1019.6,1019.75,670773
2022-04-11 09:53:00,1019.95,1019.95,1018.65,1018.65,673198
2022-04-11 09:54:00,1018.7,1018.7,1015.5,1015.5,679640
2022-04-11 09:55:00,1015.6,1017.9,1015.6,1017.65,684236
2022-04-11 09:56:00,1017.2,1017.95,1016.65,1016.65,687470
2022-04-11 09:57:00,1016.5,1017.75,1016.5,1017.0,690889
2022-04-11 09:58:00,1017.0,1017.6,1016.85,1017.3,692651
2022-04-11 09:59:00,1017.65,1018.05,1017.3,1017.9,695368
2022-04-11 10:00:00,1017.9,1017.95,1017.15,1017.6,697468
2022-04-11 10:01:00,1017.3,1017.6,1016.45,1017.35,705247
2022-04-11 10:02:00,1017.05,1018.0,1017.05,1017.2,707360
2022-04-11 10:03:00,1016.75,1017.8,1016.5,1017.8,709852
2022-04-11 10:04:00,1017.8,1019.0,1017.35,1018.65,712883
2022-04-11 10:05:00,1018.65,1020.8,1018.45,1020.8,717301
2022-04-11 10:06:00,1020.8,1020.85,1019.25,1020.0,720524
2022-04-11 10:07:00,1020.0,1020.05,1018.0,1018.5,725637
2022-04-11 10:08:00,1018.5,1019.8,1018.35,1019.0,727847
2022-04-11 10:09:00,1018.95,1019.3,1018.65,1018.65,729450
2022-04-11 10:10:00,1018.65,1019.5,1018.55,1018.75,731241
2022-04-11 10:11:00,1018.75,1019.0,1018.5,1018.85,733425
2022-04-11 10:12:00,1018.3,1018.9,1018.3,1018.75,735380
2022-04-11 10:13:00,1018.75,1018.85,1016.75,1017.7,739242
2022-04-11 10:14:00,1017.7,1019.5,1017.7,1019.45,742565
2022-04-11 10:15:00,1018.8,1019.5,1018.8,1019.1,746408
2022-04-11 10:16:00,1018.35,1019.2,1018.2,1018.9,747909
2022-04-11 10:17:00,1018.9,1019.3,1018.0,1018.3,751035
2022-04-11 10:18:00,1018.3,1019.95,1018.3,1019.95,756637
2022-04-11 10:19:00,1019.95,1020.75,1019.1,1019.1,760988
2022-04-11 10:20:00,1019.1,1019.6,1018.55,1019.55,763216
2022-04-11 10:21:00,1019.55,1019.55,1019.3,1019.35,764526
2022-04-11 10:22:00,1019.35,1019.5,1018.5,1019.2,766785
2022-04-11 10:23:00,1019.2,1019.35,1018.55,1018.55,768850
2022-04-11 10:24:00,1018.6,1019.25,1018.3,1018.3,770987
2022-04-11 10:25:00,1018.3,1018.6,1018.0,1018.4,771976
2022-04-11 10:26:00,1018.4,1018.65,1018.05,1018.05,773334
2022-04-11 10:27:00,1018.05,1018.5,1018.0,1018.5,775389
2022-04-11 10:28:00,1018.5,1018.5,1018.0,1018.1,776568
2022-04-11 10:29:00,1018.15,1018.15,1016.55,1017.3,779687
2022-04-11 10:30:00,1017.5,1017.65,1016.3,1016.45,782274
2022-04-11 10:31:00,1016.45,1017.0,1016.3,1016.55,784114
2022-04-11 10:32:00,1016.45,1016.8,1016.35,1016.5,785343
2022-04-11 10:33:00,1016.35,1016.55,1015.0,1015.9,790459
2022-04-11 10:34:00,1015.95,1016.1,1015.25,1015.75,792681
2022-04-11 10:35:00,1015.85,1016.25,1015.6,1015.6,795130
2022-04-11 10:36:00,1015.6,1016.35,1015.6,1016.0,796660
2022-04-11 10:37:00,1016.5,1016.6,1015.9,1016.15,798320
2022-04-11 10:38:00,1016.15,1016.85,1015.95,1016.75,800899
2022-04-11 10:39:00,1016.75,1017.15,1016.25,1017.0,802895
2022-04-11 10:40:00,1017.0,1018.45,1017.0,1017.35,808105
2022-04-11 10:41:00,1017.3,1018.95,1017.3,1018.35,818686
2022-04-11 10:42:00,1018.35,1018.95,1017.3,1017.8,824440
2022-04-11 10:43:00,1017.5,1018.5,1017.05,1017.95,829982
2022-04-11 10:44:00,1017.95,1017.95,1017.0,1017.5,831778
2022-04-11 10:45:00,1017.0,1020.7,1017.0,1018.7,890201
2022-04-11 10:46:00,1018.7,1018.9,1018.55,1018.6,891634
2022-04-11 10:47:00,1018.6,1019.0,1018.55,1018.95,892837
2022-04-11 10:48:00,1018.95,1018.95,1018.45,1018.55,895566
2022-04-11 10:49:00,1018.55,1018.95,1018.05,1018.5,896809
2022-04-11 10:50:00,1018.5,1019.75,1018.5,1019.75,899114
2022-04-11 10:51:00,1019.75,1020.15,1019.5,1019.5,901960
2022-04-11 10:52:00,1019.95,1019.95,1019.0,1019.6,904377
2022-04-11 10:53:00,1019.0,1020.0,1018.8,1019.85,909011
2022-04-11 10:54:00,1019.9,1020.0,1019.05,1019.05,909991
2022-04-11 10:55:00,1019.05,1019.95,1019.05,1019.15,911319
2022-04-11 10:56:00,1019.15,1019.15,1018.15,1018.75,914380
2022-04-11 10:57:00,1018.75,1019.0,1018.3,1018.85,915278
2022-04-11 10:58:00,1018.65,1018.85,1018.65,1018.65,916706
2022-04-11 10:59:00,1018.65,1019.0,1018.4,1018.55,918250
2022-04-11 11:00:00,1018.55,1019.7,1018.55,1019.35,921403
2022-04-11 11:01:00,1019.2,1019.9,1019.2,1019.8,923053
2022-04-11 11:02:00,1019.95,1019.95,1019.0,1019.45,924602
2022-04-11 11:03:00,1019.05,1019.7,1019.0,1019.65,925901
2022-04-11 11:04:00,1019.25,1019.65,1017.05,1017.55,929704
2022-04-11 11:05:00,1017.15,1018.0,1016.5,1016.5,932463
2022-04-11 11:06:00,1016.2,1016.5,1015.1,1015.2,936026
2022-04-11 11:07:00,1015.7,1016.25,1015.6,1016.25,938702
2022-04-11 11:08:00,1016.5,1016.8,1016.05,1016.25,940697
2022-04-11 11:09:00,1016.25,1016.65,1015.7,1015.85,944841
2022-04-11 11:10:00,1015.85,1016.5,1015.65,1016.5,947657
2022-04-11 11:11:00,1016.5,1016.5,1015.65,1015.65,949072
2022-04-11 11:12:00,1015.65,1016.35,1015.65,1016.15,951861
2022-04-11 11:13:00,1016.15,1016.4,1015.7,1016.05,952880
2022-04-11 11:14:00,1016.55,1016.9,1016.05,1016.1,956012
2022-04-11 11:15:00,1016.05,1016.5,1016.05,1016.3,957156
2022-04-11 11:16:00,1016.3,1017.2,1016.3,1017.0,960264
2022-04-11 11:17:00,1016.85,1017.35,1016.85,1017.15,961043
2022-04-11 11:18:00,1017.45,1017.45,1016.0,1016.0,964226
2022-04-11 11:19:00,1016.0,1016.45,1016.0,1016.05,965461
2022-04-11 11:20:00,1016.05,1016.2,1016.0,1016.15,966606
2022-04-11 11:21:00,1016.1,1016.55,1016.05,1016.1,968863
2022-04-11 11:22:00,1016.1,1016.1,1016.05,1016.1,970139
2022-04-11 11:23:00,1016.1,1016.1,1016.0,1016.05,971182
2022-04-11 11:24:00,1016.05,1016.05,1014.2,1014.4,979840
2022-04-11 11:25:00,1014.6,1015.0,1014.25,1015.0,986732
2022-04-11 11:26:00,1014.55,1014.85,1014.15,1014.65,989975
2022-04-11 11:27:00,1014.65,1014.95,1014.25,1014.6,992297
2022-04-11 11:28:00,1014.6,1014.75,1014.25,1014.75,993845
2022-04-11 11:29:00,1014.75,1014.85,1014.45,1014.75,994655
2022-04-11 11:30:00,1015.0,1015.0,1014.4,1014.75,997236
2022-04-11 11:31:00,1014.75,1014.95,1014.5,1014.8,998468
2022-04-11 11:32:00,1014.8,1015.0,1014.75,1014.8,999771
2022-04-11 11:33:00,1014.8,1015.0,1014.5,1014.55,1002554
2022-04-11 11:34:00,1014.55,1015.0,1014.5,1014.75,1005347
2022-04-11 11:35:00,1014.5,1014.7,1014.3,1014.4,1007076
2022-04-11 11:36:00,1014.3,1014.45,1014.3,1014.4,1008761
2022-04-11 11:37:00,1014.4,1014.8,1014.35,1014.5,1010703
2022-04-11 11:38:00,1014.5,1014.85,1014.4,1014.6,1013019
2022-04-11 11:39:00,1014.6,1014.9,1014.4,1014.9,1015692
2022-04-11 11:40:00,1014.5,1014.8,1014.45,1014.65,1017403
2022-04-11 11:41:00,1014.65,1015.0,1014.45,1014.85,1019648
2022-04-11 11:42:00,1014.85,1014.85,1014.5,1014.6,1020613
2022-04-11 11:43:00,1014.6,1014.8,1014.4,1014.4,1024276
2022-04-11 11:44:00,1014.55,1014.55,1013.95,1014.0,1031293
2022-04-11 11:45:00,1014.0,1014.0,1013.2,1013.25,1036521
2022-04-11 11:46:00,1013.3,1013.6,1012.05,1012.3,1048445
2022-04-11 11:47:00,1012.0,1013.4,1012.0,1013.25,1057189
2022-04-11 11:48:00,1013.25,1013.5,1012.9,1013.35,1060654
2022-04-11 11:49:00,1013.35,1013.4,1012.9,1013.05,1062390
2022-04-11 11:50:00,1013.0,1013.35,1013.0,1013.05,1063481
2022-04-11 11:51:00,1013.05,1014.0,1012.9,1013.4,1067191
2022-04-11 11:52:00,1013.4,1014.0,1013.4,1013.9,1070974
2022-04-11 11:53:00,1013.9,1014.0,1013.85,1013.9,1071895
2022-04-11 11:54:00,1013.9,1014.0,1013.55,1014.0,1073303
2022-04-11 11:55:00,1014.0,1014.0,1013.8,1013.8,1074568
2022-04-11 11:56:00,1013.8,1013.85,1013.55,1013.7,1075838
2022-04-11 11:57:00,1013.7,1014.0,1013.4,1013.45,1078181
2022-04-11 11:58:00,1013.45,1013.95,1013.45,1013.55,1079537
2022-04-11 11:59:00,1013.5,1013.55,1013.3,1013.55,1080828
2022-04-11 12:00:00,1013.5,1015.65,1013.35,1015.4,1124995
2022-04-11 12:01:00,1015.4,1018.55,1015.25,1018.25,1165178
2022-04-11 12:02:00,1017.65,1017.75,1016.5,1017.2,1169713
2022-04-11 12:03:00,1016.55,1018.0,1016.55,1018.0,1173172
2022-04-11 12:04:00,1017.35,1018.6,1017.35,1018.2,1178047
2022-04-11 12:05:00,1018.6,1018.75,1017.85,1018.6,1182983
2022-04-11 12:06:00,1018.65,1019.25,1017.9,1019.2,1187854
2022-04-11 12:07:00,1018.9,1019.1,1018.3,1018.85,1190115
2022-04-11 12:08:00,1018.85,1019.0,1018.1,1018.3,1190924
2022-04-11 12:09:00,1018.55,1018.55,1017.0,1017.0,1193722
2022-04-11 12:10:00,1017.0,1018.0,1017.0,1017.5,1195504
2022-04-11 12:11:00,1017.5,1018.0,1017.2,1017.75,1196537
2022-04-11 12:12:00,1017.7,1018.25,1017.7,1018.15,1198824
2022-04-11 12:13:00,1018.15,1018.25,1017.85,1018.0,1200656
2022-04-11 12:14:00,1018.05,1018.7,1017.6,1018.7,1203091
2022-04-11 12:15:00,1018.7,1018.85,1018.25,1018.65,1204614
2022-04-11 12:16:00,1018.55,1018.65,1018.35,1018.4,1205680
2022-04-11 12:17:00,1018.35,1018.85,1018.35,1018.6,1206673
2022-04-11 12:18:00,1018.65,1019.0,1018.6,1018.65,1210605
2022-04-11 12:19:00,1019.0,1019.35,1018.4,1019.1,1214116
2022-04-11 12:20:00,1019.1,1019.2,1016.5,1017.0,1227480
2022-04-11 12:21:00,1016.95,1017.6,1016.55,1016.95,1235705
2022-04-11 12:22:00,1016.95,1017.0,1016.5,1016.55,1237140
2022-04-11 12:23:00,1016.65,1017.0,1016.65,1017.0,1240590
2022-04-11 12:24:00,1017.0,1017.0,1016.3,1017.0,1247721
2022-04-11 12:25:00,1017.0,1017.35,1016.5,1017.0,1286689
2022-04-11 12:26:00,1017.0,1020.0,1016.55,1019.95,1324455
2022-04-11 12:27:00,1019.5,1020.3,1019.45,1020.1,1332320
2022-04-11 12:28:00,1019.65,1020.25,1019.6,1019.95,1333657
2022-04-11 12:29:00,1019.95,1020.1,1019.5,1019.9,1337955
2022-04-11 12:30:00,1019.95,1020.5,1019.75,1019.85,1340971
